id,post,topic,labels,cls_euc,dist_euc,cls_euc_sp,dist_euc_sp,cls_cos,dist_cos,cls_cos_sp,dist_cos_sp
1149,"man dont be such a human paraquat, the good of marijuana which is a totally natural product far outweigh's the bad and it is not as bad for you as alchohol, tobacco or a lot of the parmaceutical drugs that are available and also legal.",marijuana,p-not_addictive,8,169.1493,11,168.35411,27,0.5500858426094055,28,0.5294833779335022
1150,"no, the only reason it should be legalized is for it's medical benefits, it should never be legalized to the public. and yes, i know that the health effects are associated with marijuana are significant less dangerous than other drugs, but that doesn't make the drug good .",marijuana,p-medicine,8,142.13582,11,142.6619,134,0.522335022687912,142,0.5199781358242035
1151,"what is your problem with the herb anyway, you agree it is better than a lot of what is legal already so why should it be illegal for someone who wants to get to get stoned on marijuana to unwind but ok for them to get drunk which has a lot more health issues connected and there are a lot more cases of people acting in an antisocial way when drunk than when they have had marijuana, it's not as if you would be forced to partake",marijuana,p-not_addictive,9,201.87129,12,201.07812,125,0.25077444314956665,134,0.5451340675354004
1152,"what is your problem with the herb anyway the way it effects the brain and mental system. you agree it is better than a lot of what is legal already no, i agreed that in some cases there are drugs that have more severe effects (ultimately it depends on the amount consumed and the at the frequency it is consumed). why should it be illegal for someone who wants to get to get stoned on marijuana to unwind but ok for them to get drunk which has a lot more health issues connected moderation. marijuana has more of an addiction effect than alcohol does.",marijuana,p-not_addictive,48,200.35358,60,197.67343,126,0.26249343156814575,133,0.255379855632782
1153,marijuana has more of an addiction effect than alcohol does. whoa! now that is just not true. have you consumed both? when i was younger i smoked daily for years... one day i decided i was wasting money and was tired of sitting around and staring so i just quit. there was no addiction at all in my case. i don't believe there is any evidence to suggest marijuana is more addicting than alcohol.,marijuana,p-not_addictive,32,185.56456,42,185.64363,111,0.5504101812839508,123,0.5190772712230682
1154,"alchohol affects the brain and mental system in a similar way to marijuana but the story that marijuana kills brain cells has been disproven alchohol definately does. the addictive properties of marijuana have been over exagerrated alchohol is way more addictive, as is tobacco",marijuana,p-no_damage p-not_addictive,30,172.3415,40,173.3827,125,0.5644184350967407,134,0.2739282250404358
1155,i was meaning that marijuana lessen the brain's ability for cognitive thinking.,marijuana,c-mind,30,102.10938,40,100.74739,133,0.6149869561195374,141,0.587816059589386
1156,"if you meen short term cognitive thinking whilst stoned that is one suggestion but there is also a view that marijuana can open the mind making you more responsive to stimuli some people enjoy music more when they have had a smoke but this is the same as alchohol there are many stories of people not thinking straight when drunk, alchohol and marijuana are peobably much the same when it comes to doing something stupid when wasted",marijuana,p-medicine,13,220.67758,41,216.61053,125,0.5477136969566345,189,0.5671598017215729
1157,nothing can bring peace to this earth. its a great idea to try and push for world peace but it will never happen...,marijuana,,39,137.55406,49,138.0423,156,0.5355342030525208,158,0.5562368631362915
1158,"it would be loads of empathy and joy for about 6 hours, then irrational, stimulant-induced paranoia. if we can expect the former to bring about peace on earth, the latter would surely bring about wwiii. =d",marijuana,c-crime,29,128.84248,39,129.54889,103,0.6160555481910706,108,0.6336052715778351
1159,"if peace means standing like a dumbass, senseless, without hurting anyone because you are too high to understand what's going on, then it is possible. but that's just so childish. if peace means a mature way to act actively throughout our lives, reasoning and trying to solve world problems then a joint wouldnt solve it.",marijuana,c-mind,39,176.11143,49,174.08647,103,0.5578430891036987,108,0.5541974902153015
1160,"cannabis is a wonderful substance, it is harmless, a great way to relax and has never killed anyone... but saying that a drug can bring world peace, thats pushing it to far.",marijuana,p-no_damage,39,125.144485,49,125.97214,156,0.6303298473358154,158,0.63763627409935
1161,"people with latent schitzotypal tendencies often respond to marijuana with severe panic attacks and hallucinations, curled into the fetal position on the floor, clutching their heads and screaming for help and about how much their souls hurts.",marijuana,c-mind,7,169.40273,9,168.21796,150,0.63381427526474,191,0.5752353370189667
1162,"all that marijuana is doing is making people less intelligent, less concerned about life, less concerned about school, etc. it is just going to bring a revolution of persons who do not give a bit of care for succeeding in life. it is just a form for self-enjoyment that should not be enforced or allowed in any fashion.",marijuana,c-illegal c-mind,29,155.24095,39,155.50133,30,0.5558425188064575,31,0.5495075881481171
1163,"if everyone in the world smoked a j at the same exact time, we'd have world peace for two hours... or at least i think i saw that on the internet once???",marijuana,,29,147.50156,39,148.48871,24,0.6702947616577148,24,0.6895151138305664
1164,"well, getting rid of all laws, and completely dis regarding public safety and making sure everyone has a great time! then yeah it would work. if everyone was hooked, then we would all be in some kinda haze, and everything would be magic!! fantastic! obviously suicide would be at an all time high, but half the current wars would no longer exist! future wars to come could be averted! yay",marijuana,,24,153.17198,39,156.55307,129,0.5379132330417633,43,0.5288988351821899
1165,"do you have any evidence that legalizing marijuana would cause a significant increase in marijuana use? and don't try to ""but by golly it's common sense don't cha know."" any evidence that it wouldn't cause an increase? come on, it is common sense, which is almost worthless in a debate so it's not really fare is it? also driving high is not nearly as dangerous as you think. incredibly less dangerous than driving drunk. how dangerous did you think i thought it was? i wasn't saying it was equal. just that we shouldn't add to a problem. i am merely demonstrating another failure in your chain of logic. what failure? like i said. i don't think that driving high and drunk are the same. but they are both bad. and will happen more if weed id legalized. but it isn't illegal to stay up for three nights in a row which will make it very likely for you to fall asleep at the wheel. well there's that common sense again. some people are stupid. it should be illegal to drive if you are going on 3 days of no sleep. but thats hard to enforce. laws against driving high on the other hand, is not as tricky to enforce. your arguments are bogus and based upon myths and social stigma. i will gladly debate you on the legalization of marijuana. calm down.",marijuana,c-illegal,31,155.61761,41,157.27544,141,0.5765257477760315,148,0.5853731632232666
1166,"kids these days are smoking pot like crazy. elementary, middle, and high schools. kids think there cool if you let them do this. fine thats okay if they think that. are kids getting hurt from doing pot? no. scientist have proved that smoking pot can be a way to help kids and there systems in the body. there is an effect on it but big deal. obvioulsy they like the effect or else they wouldn't do it.",marijuana,p-medicine p-not_addictive,7,160.11937,9,160.30167,121,0.509369432926178,70,0.6499708890914917
1167,"considering so many people are so down on the fact that cigarette companies even exist i think it ridiculous that people want to legalise something that has four - seven times the amount of tar (the cancer causing agent) in one cone than in one cigarette, you inhale deeper, hold in for longer and lose the ability to make proper judgement, drive a car, or become paranoid, or if your lucky enough to get the really good stuff, think you are dying. and if it was legalised you could guarantee it would be lower in thc. if you want to smoke legally, go for a trip to amsterdam. i'm sure there are alot of positive aspects such as taking it of the black market and taxing it (monetarily) and do agree on most grounds, but if you take a look at the outcome in the long run, i don't feel its a good idea. it may free up the courts from drug busts, but it would fill the courts in people selling to the underaged,as with cigarettes and alcohol, people suing over cancer claims, insurance problems, and the list goes on. also i don't think cops are evtremelly hard on the dope smoker, but they can use this to get someone off the streets that are under suspicion of other harder crimes. i say, keep it illegal.",marijuana,c-addiction c-other,31,158.74367,41,156.41733,1,0.566324770450592,0,0.5618489384651184
1168,"i smoke pot occasionally. i rarely smoke outside the confines of my home, so i needn't worry about getting ""busted"". besides, i already pay way too much and if the government gets there hands in on it, which is bound to happen if legalized, i would also have to pay the taxes that are obviously going to be slapped onto it. the only way i would agree is if you could grow your own. i don't see that happening, because the government is going to want full control and regulation of its distribution.",marijuana,c-other,48,151.64754,60,150.84836,157,0.49994587898254395,159,0.4934869408607483
1169,"of course it should, it's less harmful than alcohol or ambien. what's good is that more and more politicians are supporting the idea of a debate on the issue (well, arnold schwarzaneggar is the most vocal right now). he doesn't say legalize it, but he does believe it's time to look into the situation and see if it should be legalized. way better than pussy ass obama who won't even discuss the reasons why he's against legalizing it. all he says is ""that's not gonna happen"". maybe we should have gotten rid of that born in america thing and voted in the governator.",marijuana,p-not_addictive,39,149.38953,49,150.7142,94,0.5489349365234375,144,0.512224406003952
1170,it's only thing that many of us can use to control pain that doesn't put a bunch of crap into are bodies .... but it's ok for us to use oxies ??? hmmm a bit ass backwards ....,marijuana,p-medicine,29,134.70248,39,136.35736,48,0.5570499002933502,48,0.5600818693637848
1171,lol my argument is basically if weed is legalized more people would drive and raise kids high. which of course is not good. is that clear enough? i was being sarcastic.,marijuana,c-illegal,19,116.74455,25,116.079575,150,0.5854855477809906,178,0.5596633553504944
1172,"do you have any evidence that legalizing marijuana would cause a significant increase in marijuana use? and don't try to ""but by golly it's common sense don't cha know."" also driving high is not nearly as dangerous as you think. incredibly less dangerous than driving drunk. and much less dangerous than driving while texting. unlike you i am actually going to cite a study, by the united states department of transportation no less: â€œthis report concerns the effects of marijuana smoking on actual driving performance. â€¦ this program of research has shown that marijuana, when taken alone, produces a moderate degree of driving impairment which is related to consumed thc dose. the impairment manifests itself mainly in the ability to maintain a lateral position on the road, but its magnitude is not exceptional in comparison with changes produced by many medicinal drugs and alcohol. drivers under the influence of marijuana retain insight in their performance and will compensate when they can, for example, by slowing down or increasing effort. as a consequence, thcâ€™s adverse effects on driving performance appear relatively small.â€? reference: w. hindrik and j. robbe and j. oâ€™hanlon. 1993. marijuana and actual driving performance. washington, dc: us department of transportation national highway traffic safety administration, report no. dot hs 808 078. i am by no means suggested that it should be legal to drive high. i am merely demonstrating another failure in your chain of logic. marijuana legalized =&gt; more people use marijuana =&gt; more people drive high =&gt; there will be many more deaths as a result hypothetically speaking even if marijuana was proven to cause as much driving impairment as alcohol, this would still not be grounds for it to be illegal. one of the most dangerous things to do while driving is sleeping. but it isn't illegal to stay up for three nights in a row which will make it very likely for you to fall asleep at the wheel. your arguments are bogus and based upon myths and social stigma. i will gladly debate you on the legalization of marijuana.",marijuana,p-legal p-not_addictive,31,146.96832,41,150.2683,111,0.4989391565322876,119,0.48372137546539307
1173,"you said it yourself: its hurting our bodies, not yours. (not that i do it because i'm clean)and something being 'stupid' is not a good or reasonable or respectable argument for anything. it's ignorant and unagreeable with reason.",marijuana,p-right,7,154.55925,9,154.18205,45,0.5966626107692719,31,0.6306626498699188
1174,"alcohol is bad, fast food is bad, cigarettes account for 85% of drug related deaths. caffeine addictive and bad for you too in excess. should we ban them too?",marijuana,p-not_addictive,40,135.32349,50,137.22011,158,0.5870641469955444,31,0.5618558824062347
1175,you will die if you use this to often then what it is the same thing as meth if you take it enough then you upsetted your family your friends all of them so stay off weed,marijuana,c-health,7,151.78273,9,151.59462,19,0.6337006986141205,17,0.6223298013210297
1176,"heck yea it should. people are gonna do it anyways and all this is doing is putting people in jail and this could actually create more jobs =p. but it should be limited, like alcohol: no drinking and driving, must be sober to work etc. so yea, absolutely it should be legal. like gay marriage. are they afraid of a lack of babies? this world is over populated already. we don't have the resources to sustain our rapidly growing population. i hate to say this but we should also legalize suicide.",marijuana,p-legal p-right,14,147.46605,17,149.11485,66,0.5918130576610565,70,0.5326120257377625
1177,yes and it should fall under the same laws that alcohol does. like no driving while stoned kind of stuff.,marijuana,p-legal,24,112.06351,11,112.81802,88,0.5869304239749908,95,0.587133914232254
1178,"absolutely, with restrictions of course. i don't personally use it, or have any real want to, but i don't think it's any worse than alcohol or cigarettes.",marijuana,p-not_addictive,39,133.5199,49,133.11676,118,0.519528716802597,127,0.485295832157135
1179,political reasons are the only reason that this drug is still on the same list as heroine. useful both as a medical drug and a recreational one. the side effects are not as severe as alcohol. marijauna also contains less harmful chemicals than tobacco!,marijuana,p-medicine p-not_addictive,9,156.35585,12,156.04593,146,0.5825629532337189,153,0.5832469761371613
1180,"making it illegal turns everyday citizens into criminals. the winner in the war on drugs is alcohol. for a drug that is in some ways not as bad as alcohol, some ways worse, but overall about on the same level, i think that it should be legalised. as mentioned by others, making it legal would be quite easy as you can apply the same laws as alcohol. drug testing for drivers is now just as easy as alcohol testing so why not?",marijuana,p-legal p-not_addictive p-right,14,173.75708,17,170.89958,124,0.5190698802471161,132,0.46896272897720337
1181,no it should not be legalized because weed is bad for your body and its not healthy. why should this kind of drug be legalized its stupid to the people who want to smoke or use weed,marijuana,c-health,45,139.31938,11,138.96655,37,0.4896112084388733,135,0.24518835544586182
1182,"the medical evidence in support is very overwhelming, and hemp is one of the most sustainable crops grown throughout history. the government could earn billions in taxes, shut down a black market, regulate quality, we can make everything from textiles to paper to carbon fibre out of hemp. ""in 1916, usda bulletin no. 404, reported that one acre of cannabis hemp, in annual rotation over a 20-year period, would produce as much pulp for paper as 4.1 acres of trees being cut down over the same 20-year period. this process would use only 1/4 to 1/7 as much polluting sulfur-based acid chemicals to break down the glue-like lignin that binds the fibers of the pulp, or even none at all using soda ash. the problem of dioxin contamination of rivers is avoided in the hemp paper making process, which does not need to use chlorine bleach (as the wood pulp paper making process requires) but instead safely substitutes hydrogen peroxide in the bleaching process. ... if the new (1916) hemp pulp paper process were legal today, it would soon replace about 70% of all wood pulp paper, including computer printout paper, corrugated boxes and paper bags."" from http://www.jackherer.com/ $100,000 challenge to prove us wrong! if all fossil fuels and their derivatives, as well as trees for paper and construction, were banned in order to save the planet, reverse the greenhouse effect and stop deforestation; then there is only one known annually renewable natural resource that is capable of providing the overall majority of the world's paper and textiles; meet all of the world's transportation, industrial and home energy needs, while simultaneously reducing pollution, rebuilding the soil and cleaning the atmosphere all at the same time... and that substance is the same one that has done it before . . cannabis hemp!",marijuana,p-legal,31,123.106804,41,123.16366,95,0.5647338628768921,180,0.6363311111927032
1183,"marijuana should be legalized because it is dangerous. if 'dangerous' is the over-all term for anything that might shunt one from his formal, initial, eligible state of his body. an imaginary state of fully-functioning, flawless, ideal body. structured by psychology, biology, culture and all kinds of institutions, to distinguish sanity from lunacy, health from illness, intelligence from ignorance. though these are not the bad guys, of course, it's just that marijuana does change you, it does change your body, the way you think, thus the dangerous mark is understandable. the 'high' effect is an abnormal state that will never fit it with the standards. in fact, it changes people so much they often consider upper spiritual intervention and skip their way to the bible, only to find (or intentionally reinterpret) juicy quotes of jesus puffing away - these are the bad guys. these people underestimate the abyss between themselves and the machine that produced the metaphors they use to explain their experience. the data field of it's effects is radically shaped by the method of learning it, thus a non-user and a do-user are both biased, the argument between the two always hides the law underneath it, which separates them even more. the point is that some day the do-user won't have the need of such self-deceit, just like most of us manage to live without defying the meaning of life. stigma dissolving is not necessary, maybe not even possible, the stigma is not a merit of either side of the coin, it is the coin itself, the need to justify and 'ok' stamping one's inevitable position on either side demands the improvisation of rational evidence of truth. once a full legalization is executed, there might be a radical separation and a birth-approval for new culture, new moral, new rationalism that neutralizes the holiness around such a nihilistic notion of 'reasonable behavior', new thought, new language, new engagement with whatever is or is not considered reality. while the non-user will embrace the whole coin to morph it into a monopoly of the whole opinion spectrum within the data field of marijuana study, and will create yet another standard, unifying abstainers as much as absence of activity can be conceivable as a common denominator. 'users' will consider the activity as we all consider sugar, it just won't be considered at all.",marijuana,p-medicine,31,136.4172,41,138.68243,113,0.485989511013031,121,0.4864678978919983
1184,"in this case, you want my liberty. well, you can't always get what you want.",marijuana,,34,56.306976,49,80.02213,110,0.5984565317630768,118,0.5985422134399414
1185,"a) it is already in process. b) i wouldn't think about a gay revolution as passionately as i do with drugs and the freedom of thought because no one can stop you from picking your favorite hole to love, and marriage is over romanticized paper work, authorized love. so the real problem is elsewhere, i'd say jealousy, whatever that may be thought of as sacred in the whole marriage thing is the undergoing conversation with the hottest couple around genesis. and, you know, back then you needed a man and a woman, to make a baby. alternative ceremony should be considered, maybe some lsd.",marijuana,p-right,39,172.44566,49,172.5427,60,0.5647406876087189,59,0.5924269556999207
1186,"i mean, its not like its one of the ones that can kill you, any related deaths are from judgment impairment and thats no worse than alchohol.",marijuana,p-no_damage,39,118.049355,49,114.66657,156,0.6112677156925201,158,0.6189032793045044
1187,"people have the right to do what they want in america, so long as they don't harm others. furthermore, if they want to do that, there is punishment enough.",marijuana,p-right,8,119.71601,11,119.88679,122,0.4599752426147461,130,0.4740116596221924
1188,"victimless crime. marijuana has negative effects like any drug, but causal use is practically harmless. it's a matter of personal liberty.",marijuana,p-not_addictive p-right,33,130.28847,43,128.51808,118,0.5358194708824158,134,0.57771036028862
1189,"of course marijuana shoule be legalized. come on, reality check here. more people are gettin in trouble for using, so why not make it legal. we all gonna use it anyway",marijuana,p-right,34,156.42232,12,166.2858,118,0.5671300888061523,127,0.5940845012664795
1190,i still have yet to see a medical report declaring a man dead from an overdose of thc. provide a link showing me that marijuana specifically killed a man and i'll leave quietly.,marijuana,p-no_damage,19,145.7164,25,146.76355,132,0.5466978549957275,140,0.5580741763114929
1191,"it should be legalized. we need to strive for a rational legal code. in relation to tobacco and alcohol, two of the legal drugs, cannabis is hands down the least harmful. it does not have the physically addictive properties of either alcohol or tobacco, cannabis users can stop anytime with withdrawal symptoms on par with or less than that of caffeine withdrawal. more than that, tens of thousands of people die every year from lung cancer and alcohol related accidents and illnesses. if your an alcoholic you can die if you just stop drinking. no one to my knowledge has ever been killed from smoking or quiting cannabis. in addition, cannabis has not been shown to have the carcinogenic effects that tobacco has. cannabis has even been shown to promote new brain cell development, and its users report wide ranging benefits. the netherlands model shows that soft drugs can be legalized and it actually improves the society. we need to end the propaganda and misinformation campaign, bring more reason and fairness to our legal code, and legalize cannabis.",marijuana,p-legal p-medicine p-no_damage p-not_addictive,17,155.56085,23,154.4124,121,0.538083553314209,26,0.5881958901882172
1192,yes. prohibition doesn't work. the most effective way to make something irresistible is to forbid it.,marijuana,p-right,25,93.252556,34,94.344246,88,0.4069051146507263,95,0.4049190878868103
1193,"marijuana being illegal is part of the reason why people do it. it is a stupid reason, but a reason nonetheless. legalizing marijuana, could potentially lower the number of users. the thrill of the chance of being caught gives them a high that's intensified by the drug. it outta just be legalized, and the government can tax the hell out of it like with cigarettes. it's your choice if you're going to do it or not.",marijuana,p-legal p-other p-right,32,165.61665,42,164.18459,107,0.4225204586982727,113,0.40473973751068115
1194,it shouldnt have been outlawed in the first place. its not the goverments job to tell me what natural and organic items i can put in my body.,marijuana,p-right,13,107.1255,16,107.68014,29,0.49219465255737305,30,0.4919964671134949
1195,"prohibition has been unsuccessful many times in history, just look at what happened during alcohol prohibition. it causes crime to go up because of the fact that it is illegal. the black market profits go way up because you can't legally obtain it, which causes violent crime to increase because of the existence of the black market. prohibiting drugs also makes it ""forbidden fruit"" and taboo, which is a big reason a high number of teenagers and young adults use drugs. doing drugs is a victimless crime and it should be a person's choice what they put in their own body, not the government's choice.",marijuana,p-legal p-right,30,177.19215,40,177.6006,119,0.6339434385299683,128,0.6329174935817719
1196,ahhhhhhhhhhhhhhhhhh come on guys then the government could make millions of dollars n it... and people who need it for medicinal purposes could actually feel better... don't you see the irony of it all??? pot is not a gateway drug. sharon ~the baby boomer queen~ babyboomeradvisorclub.com,marijuana,p-legal p-medicine,33,186.93692,43,189.77927,191,0.5631396770477295,194,0.5648282170295715
1197,"i totally agree with you!!!! marijuana is not a gateway drug. personally, i think, our economy would improve drastically if marijuana is legalized.",marijuana,p-legal,29,115.3522,39,114.886375,127,0.23422056436538696,136,0.2536889910697937
1198,yes because native americans used it as a medicine in the days. amsterdam you can smoke pot there why not australia?,marijuana,p-legal p-medicine,13,125.98474,16,123.65523,48,0.5674214661121368,48,0.5554967820644379
1199,"does anybody know how much the american economy would grow if marijuana was legalized? listen, it's not the government's problem if people are irresponsible and mess up their lives with marijuana, right? the government would make an enormous amount of many off of all the marijuana sales, and we would be on our way back up, and i sincerely hope that president obama decides to legalize it once he takes care of the war. (by the way, i still can't get over the fact that i can call him president obama now. yes!)",marijuana,p-legal p-right,29,168.9493,39,168.46246,128,0.538713812828064,137,0.5172209143638611
1200,"the legalization of marijuana would lower are crime rates in the united states of america by at least 15 to 20%. a lot of the us citizens have either used, grew, or sold marijuana and have gotten caught by the police if we legalized marijuana we could put restrictions on the use growth and sells of marijuana so that he people who sell grow and use it can sell grow and use it just under certain restrictions.",marijuana,p-legal p-right,27,31.600288,44,46.122684,128,0.22109150886535645,137,0.22064995765686035
1201,yes because it is a plant not a drug but if you set it on fire there are sidefects.,marijuana,p-other,7,125.58472,9,123.39726,153,0.45278024673461914,157,0.4709417223930359
1202,"yes, for one simple reason. free country. if people wanna fuck up their lives with drugs, let them. hell, maybe they won't die or lose their job. the point is, not our fuckin' business on how someone decides to take the edge off. making drugs an illegal business just gets more people killed anyway. imagine what would happen to the drug lords if corporations took over the drug market. basically: ""got a problem? fix it with capitalism""",marijuana,p-legal p-right,25,151.87463,34,152.20326,145,0.5549594163894653,152,0.5761648118495941
1203,"as the dutch example shows, legalizing marijuana doesn't come with any significant negative effects to society. instead, the government has an additional source of income from taxes and saves significant amounts of money that is currently being spent on arresting, prosecution and locking up non violent marijuana users.",marijuana,p-legal,35,154.09972,45,155.55788,129,0.27127575874328613,114,0.5799860954284668
1204,"when it comes to my point of view on the legalization of marijuana i believe that there is no reason what so ever for it to remain illegal. i'm not going to go into detail explaining what many have already said, about the medical uses, stress relief, etc, but when it comes to the profit that could be made this way, an enormous amount of opportunities open up. first thing that comes to mind with the legal sale of marijuana is tax. why have a tax other then sales tax? hell, why not? are you not willing to pay that extra amount to be able to legally smoke? is that extra tax not worth being able to sit in clear view and toke it up without worrying about going to jail if you're caught? of course it is! realistically, we could add the cigarette tax from each state onto a package of joints. 4 average rolled joints at $10 + tax. sure, you're getting slightly less than a dime's worth, but again, that extra amount is more than worth it. if marijuana was to be considered for legalization, and lets say they were to use texas as the beta-state, a package of 4 joints would cost $11.41 after tax. lets say joe goes through the average dime in about 2 days. that's 178 dime bags in a year. as of now that would cost him $1780, and it would cost $2030.98 if it was legalized and taxed. that is $250.98 more than he would normally pay for a slightly less amount of weed. about .1 gram per package to be exact, on average. that is $250.98 in profit to the government, in 1 year, from 1 man. that means slightly under 4000 people (3985) would allow the government to make a profit of one million dollars. did i mention that is in addition to the money saved yearly on arrest and court costs? imagine this... 6458 (adjusted for the california cigarette tax) people in california smoke marijuana once it has become legalized. that's $1 million in profit, in addition to saving the $100 million that it is estimated to spend yearly on arrest and court costs. i'm failing to see the problem with this idea. on a large scale, i think i read somewhere about 10% of the american population admitted to smoking marijuana. the last estimated count was about 303.8 million people in the us, so 30.38 million have admitted to regular use. the average tax on cigarettes around the us is about $.53 per pack, at even just 1 dime per week, equals to an average profit of $837.27 million dollars annually. this estimate does not include the millions of americans who did not admit to their regular use, nor to the hundreds of millions that would be saved on arrest and court costs. in addition, think of all the new job openings of adding several large scale marijuana plantations. hundreds of job possibilities open up, allowing the percentage of jobless adults to decrease. hell, make a few new college courses about marijuana history, growing marijuana, the cultivation of marijuana. easily opening up new job opportunities for people to strive for. sure, it's not the perfect job, but if you can convince people to go to school for it, and make a college degree required to work on the plantation, i bet it would convince hundreds of students to return to school with their career choice in mind. all of these are just estimates and i have no way of knowing any exacts. but as my estimates are reasonable, and pretty close to being exact with the information i've researched, even if it didn't provide an adequate source to replace paper products, or medical uses, or any of the other dozen + things that marijuana is useful for, the profit in taxes and the annual savings in court costs and the job opportunities more than justify the legalization of marijuana.",marijuana,p-legal p-medicine p-other,31,109.26266,41,109.99166,116,0.5490562319755554,124,0.5642392933368683
1205,the legalization of marigunana will come with pros and cons. at the end of the day whether it is legal or not people have the choice to have marijuana. they should legalize it and control it how they have alchohol established.,marijuana,p-not_addictive,7,128.8865,9,127.961205,114,0.5679868757724762,122,0.6481353044509888
1206,"good things if we legalized it (in the u.s.): if it was legal the government could regulate it and it could be dispensed safely. this would stop people from dying when their drugs have been modified in an unhealthy way. second, we could tax the heck out of it. it's not the best solution, but it would help curb the government's budget problems. what about industrial hemp? that would help create a billion dollar industry, hence more jobs, and more money if the us exports and or imports it to different countries. hemp is good for as a alternative fuel, food, clothing, paper, etc. that would help our environment greatly. why cut down trees that takes over 80 years to fully grow while you can use hemp that fully grows per season?what about the waste of tax payers money called the war on drugs? it's a completely useless program that helps create more chaos by making drug cartels being stinking rich, do you really want the drug cartels to have such power? bad things: marijuana is proven to cause depression and change brain patterns in odd ways among other things. but there are many worse drugs. however if marijuana was legalized there would be a push to legalize other drugs. things like meth and estacy could be legalized, then we could say goodbye to civilization as we know it. even if other drugs werent legalized after, marijuana its still a gateway to a high feeling. and many, too many, will want to move on to larger highs, to drugs which have undoubtedly negative effects, to drugs which will annihilate your ability to think and function. so, in the end, my thoughts are not to legalize it, but to decriminalize it. it could be decriminalized for say, a personal amount. if you're caught over that amount you receive a fine. charging and convicting people for personal amounts is a waste of tax money and court time. nobody has ever died directly related to marijuana. nor does is it cause much society problems unlike alcohol and hard drugs.",marijuana,c-addiction c-illegal c-mind p-legal p-no_damage p-not_addictive p-right,31,117.69234,41,115.92876,121,0.5279609858989716,124,0.522102028131485
1207,"do not be fooled by the multi-party politricks system which is often tied to selfish gain and short term ends. which like the ancient kingdom of babylon seeks to impose its views by force at the expense of the majority to benefit the minority. many of those in position of power to regulate laws are often helped along the way financially by the fat pockets of alcohol and tobacco lobbyists, whose industry continues to thrive because of their economic dominance which is being used to suppress the tree of life (marijuana), which if became legal would affect the corruption drastically on alcohol and tobacco which have been proven by medical research to pose a far greater threat to the health and well being of the population in comparison to the the healing herb of cannabis. so no i will not drink the cup of devils, but will continue to partake of the healing herb of marijuana which makes life pleasant even in the most trying conditions, for the life experience itself has manifested my legal right protected through the charter of the united nations which upholds the noblest aspirations of man without any distinction of race, sex , language and religion. my right is my right, just as a man has a right to drink wine or beer, which consequently is often brewed with humulus lupulus (the hop plant) which only it and cannabis are of the same herbaceous plant group of cannabaceae. 'wine is a mocker, strong drink is raging: and whosoever is deceived thereby is not wise' proverbs 20:1 ""since in the scale of creation all men are born equal, it is imperitive that all laws should be equitable in their application, for what is the foundation of freedom and the reasons that men cherish it, if they are not equal before the law. the answer is clear to all of you."" him haile selassie i",marijuana,p-medicine p-right,0,126.70063,0,126.46769,50,0.5375105440616608,49,0.5655534863471985
1208,everyonethinks we are hippies 4 doin it....no how many ppl go and shoot up a block or rob whenthey smoke marijuana.....not a dame soul!!!!,marijuana,p-other,7,144.01176,9,141.41159,146,0.6876820623874664,153,0.6886928081512451
1209,"if you think the only people who support the eradication of harmful laws which serve no positive purpose and which were passed pimarilty due to racism, disinformation, and corporatism, you are an idiot. but thanks for your bullshit generalization.",marijuana,c-health,9,170.95596,12,168.74207,164,0.5399659276008606,165,0.5536326169967651
1210,"i'm not a pot head, in fact i've only tried it once to know more about it, and i do not condone it's use... yet in many ways i would vote for it's legalization. - war on drugs is too costly, especially with a failing economy. - hemp is very useful - violence on the streets will drop (but same goes for legalization of prostitution) - so many people would not be incarcerated for doing something that is not, by any means, morally incorrect. - the prohibition is flawed in that we allow more dangerous drugs to be sold - etc. - potheads will finally shut up. - etc.",marijuana,p-legal p-medicine,8,168.82474,11,168.22926,28,0.596259742975235,29,0.6015125811100006
1211,"marijuana is a drug that can lead to other drugs. not for everyone, but it does afford everyone the opportunity to find other drugs. legalized marijuana would continue the downfall of our society in the united states. there are many people who don't smoke pot because it is illegal. these same people would totally deplete the nations supply of potato chips and ice cream. madness.",marijuana,c-addiction,32,131.93608,42,130.80452,112,0.5122786462306976,120,0.5468027293682098
1212,"if i could type an emoticon of eyes rolling, i would. consider my eyes rolled. if you want to talk about gateway drugs, let's talk about alcohol and tobacco, the two legal, harmful drugs that lead people to try other ones. ""there are many people who don't smoke pot because it is illegal""--this is an argument for the efficacy of prohibition, which, if we're being honest, is fairly ineffective. i could just as easily argue there are many people who smoke pot in spite of it being illegal. does either argument address whether or not it ought to be legalized? no. marijuana has no business being illegal when it is less harmful than alcohol, a drug that is not only legal but used by a large portion of the population. alcohol poisoning kills people every year, as does drunk driving. marijuana cannot be overdosed on, nor does it make people over-confident or belligerent. the latest marijuana ads have been more accurate than in years past. ""we didn't shoot anybody. we just sat on pete's couch"". granted, the point is made, marijuana users are less likely to be active. then again, we could make the same argument about cable television watchers, couldn't we?",marijuana,p-not_addictive,29,157.16493,39,156.48264,131,0.5207932591438293,139,0.49193471670150757
1213,no!!!!! all the government would have to do is tax it and legalize it economy will shoot up!!!!!,marijuana,p-legal,30,110.46777,40,107.91929,133,0.4344176650047302,141,0.442240834236145
